regime,S,m,c_x,t,x,u,x_dot,u_dot,x_accel,u_accel,D_x_cumulative,F_x,F_u
fragile-fast,0.15,1.6,0.7,0.64,7.46862024599971e-22,3.7397755478198924e-06,5.995665467606372e-21,1.5123703800272807e-05,6.903030837773956e-20,5.441158024290503e-05,9.090034003989887e-23,1.1539232125630773e-19,9.235182471874353e-05
fragile-fast,0.15,1.6,0.7,0.68,1.0971371367086093e-21,4.431782228219453e-06,8.756877802715954e-21,1.730016700998901e-05,1.002706230193296e-19,6.0821954222401825e-05,1.3478582550824325e-22,1.6765994842953714e-19,0.00010337018520933907
fragile-fast,0.15,1.6,0.7,0.72,1.6078452456481749e-21,5.221104035374856e-06,1.2767702723489139e-20,1.9733045178885083e-05,1.4541738355106738e-19,6.794644734456026e-05,1.9909963533417026e-22,2.432130508337984e-19,0.00011562088156390619
fragile-fast,0.15,1.6,0.7,0.76,2.351221168269448e-21,6.119140158281556e-06,1.8584398065531834e-20,2.2450903072667492e-05,2.105553274807388e-19,7.585856016625185e-05,2.931484820649482e-22,3.522488237833238e-19,0.00012923151234143658
fragile-fast,0.15,1.6,0.7,0.8,3.431485614859904e-21,7.1385499774542585e-06,2.7006611164761388e-20,2.5485245479317565e-05,3.043844458647334e-19,8.463865040399921e-05,4.304079066593444e-22,5.093512268137664e-19,0.0001443416765641599
fragile-fast,0.15,1.6,0.7,0.84,4.9987651748339335e-21,8.29338163727336e-06,3.9181988999350724e-20,2.8870791495477533e-05,4.393233733827831e-19,9.437449326093192e-05,6.303585136527017e-22,7.353435548868325e-19,0.00016110396624090823
fragile-fast,0.15,1.6,0.7,0.88,7.268962132220416e-21,9.599212486309952e-06,5.675492393466205e-20,3.264577122591481e-05,6.330693981577769e-19,0.00010516187908983366,9.211169989415184e-22,1.059908445938927e-18,0.00017968502647280405
fragile-fast,0.15,1.6,0.7,0.92,1.0552070126659342e-20,1.1073302341890278e-05,8.207769986097313e-20,3.685224638950816e-05,9.10800283681058e-19,0.00011710525001564199,1.3431998040078921e-21,1.5252869139190334e-18,0.00020026668626135506
fragile-fast,0.15,1.6,0.7,0.96,1.529245857498796e-20,1.2734760597495633e-05,1.1850971120821545e-19,4.153645639013384e-05,1.3082766356182206e-18,0.00013031837712135187,1.9548981470074104e-21,2.1914918734098915e-18,0.00022304716313070988
fragile-fast,0.15,1.6,0.7,1.0,2.212608964030573e-20,1.4604728256495148e-05,1.7084077663294428e-19,4.674919147498791e-05,1.8762056499285687e-18,0.00014492507976975814,2.8399417326196396e-21,3.143643673169077e-18,0.0002482423446478588
fragile-fast,0.15,1.6,0.7,1.04,3.196164974550921e-20,1.6706576043126277e-05,2.45889002630087e-19,5.2546194665778236e-05,2.6863685837517705e-18,0.00016105998858864567,4.118407722440008e-21,4.502273685589403e-18,0.0002760871498748555
fragile-fast,0.15,1.6,0.7,1.08,4.609539958471552e-20,1.906611981149924e-05,3.533437459801578e-19,5.8988594209324064e-05,3.840210047204253e-18,0.00017886935358763818,5.962223705828629e-21,6.437772097297631e-18,0.0003068369737134845
fragile-fast,0.15,1.6,0.7,1.12,6.637348549944864e-20,2.1711854545612423e-05,5.069521478683279e-19,6.61433683528296e-05,5.4808575319357894e-18,0.00019851189879974168,8.617163125806575e-21,9.190612040104542e-18,0.0003407692170030771
fragile-fast,0.15,1.6,0.7,1.16,9.542094346527902e-20,2.4675208317805192e-05,7.261864491457595e-19,7.408384430481926e-05,7.809912193596195e-18,0.00022015972474829492,1.2434000864417735e-20,1.3099610967621224e-17,0.0003781849051039587
fragile-fast,0.15,1.6,0.7,1.2,1.3696426094086332e-19,2.7990817649595235e-05,1.0385829368896073e-18,8.289023329475106e-05,1.1110864560213372e-17,0.00024399925992934777,1.7912571302052267e-20,1.8641355613104984e-17,0.00041941039754011936
fragile-fast,0.15,1.6,0.7,1.24,1.96284961712789e-19,3.1696825797272234e-05,1.483017519298142e-18,9.265020369192497e-05,1.5781692907828245e-17,0.0002702322623690214,2.5763969770563828e-20,2.6485105877746686e-17,0.00046479919108260813
fragile-fast,0.15,1.6,0.7,1.28,2.808563711372399e-19,3.583520556473967e-05,2.114285235611272e-18,0.00010345949418668582,2.23801672379526e-17,0.0002990768721639244,3.6998224616053424e-20,3.7569123616789296e-17,0.0005147338184276193
fragile-fast,0.15,1.6,0.7,1.32,4.0123604814241495e-19,4.045210832766938e-05,3.009491925129376e-18,0.0001154225690732428,3.168670254052118e-17,0.00033076871573886173,5.304766654175003e-20,5.3206604460566874e-17,0.000569627844357814
fragile-fast,0.15,1.6,0.7,1.36,5.723144492124238e-19,4.5598241035781266e-05,4.276960026750223e-18,0.00012865331770279726,4.4791409008727304e-17,0.00036556206235861875,7.594024451024699e-20,7.523244088190126e-17,0.0006299279609697694
fragile-fast,0.15,1.6,0.7,1.4000000000000001,8.150591046963965e-19,5.132927304366694e-05,6.068616387099316e-18,0.000143275800197142,6.32144463852177e-17,0.0004037310332082805,1.0854260869810285e-19,1.0620620479201424e-16,0.0006961161832022489
fragile-fast,0.15,1.6,0.7,1.44,1.1589468743967174e-18,5.770627470468587e-05,8.597194242508024e-18,0.00015942504152547323,8.907213672386804e-17,0.00044557086310820286,1.5490048367397153e-19,1.496924016023412e-16,0.0007687121455070407
fragile-fast,0.15,1.6,0.7,1.48,1.6453500628552271e-18,6.479618974667792e-05,1.2160079711462745e-17,0.00017724787604980134,1.2530583650171412e-16,0.000491399214654257,2.207144861881806e-19,2.1064674426362174e-16,0.0008482755000642426
fragile-fast,0.15,1.6,0.7,1.52,2.3322425897164796e-18,7.267234353211679e-05,1.7172313171531312e-17,0.00019690384463597163,1.7599673375215578e-16,0.000541557544270231,3.1400418977683977e-19,2.959476358132377e-16,0.0009354084164549609
fragile-fast,0.15,1.6,0.7,1.56,3.300729890581181e-18,8.141498938838802e-05,2.4212182521617542e-17,0.00021856614640678089,2.4679807917071336e-16,0.0005964125193265939,4.46033385400087e-19,4.1512618432885484e-16,0.0010307581821649254
fragile-fast,0.15,1.6,0.7,1.6,4.664094118119024e-18,9.111189527558181e-05,3.408410568844608e-17,0.00024242264717984463,3.455276310040359e-16,0.0006563574851169716,6.32597150124848e-19,5.813671777064887e-16,0.0011350199027001027
fragile-fast,0.15,1.6,0.7,1.6400000000000001,6.580302555263325e-18,0.00010185897313896275,4.7905210928607514e-17,0.0002686769465845235,4.829782910875708e-16,0.0007218139800906195,8.958092523353811e-19,8.128792159454019e-16,0.0012489392994495777
fragile-fast,0.15,1.6,0.7,1.68,9.269276258147739e-18,0.00011376095337048868,6.722434257211035e-17,0.0002975495057881483,6.740253637321656e-16,0.000793233297314665,1.2665803026612907e-18,1.1347668980300901e-15,0.0013733156027293206
fragile-fast,0.15,1.6,0.7,1.72,1.3036690543003618e-17,0.00012693210687771808,9.418535712139697e-17,0.0003292788376807349,9.391363474994884e-16,0.0008710980896843901,1.7880479243814354e-18,1.581584596527163e-15,0.0015090045366832879
fragile-fast,0.15,1.6,0.7,1.76,1.8306722983858677e-17,0.0001414970173284425,1.317508110213765e-16,0.0003641227612681105,1.3064260156652298e-15,0.0009559240159124591,2.5203168437357826e-18,2.20081391576319e-15,0.0016569213919037822
fragile-fast,0.15,1.6,0.7,1.8,2.5667037049778106e-17,0.00015759140620462685,1.840078516479857e-16,0.0004023597219046089,1.8144488556961665e-15,0.0010482614238096532,3.546998325726907e-18,3.0575907023172347e-15,0.001818044180762071
fragile-fast,0.15,1.6,0.7,1.84,3.59304692848114e-17,0.00017536301335890664,2.565858058758324e-16,0.000444290178856995,2.5159868176624954e-15,0.0011486970668199614,4.984217097119363e-18,4.2411194416578865e-15,0.0019934168695119043
fragile-fast,0.15,1.6,0.7,1.8800000000000001,5.021948042810469e-17,0.00019497253582009838,3.572252785823322e-16,0.0004902380615297935,3.483178165896456e-15,0.001257855849193103,6.99299631424355e-18,5.873362240870067e-15,0.0021841526802444176
fragile-fast,0.15,1.6,0.7,1.92,7.00815766368323e-17,0.00021659462763999908,4.965524052181905e-16,0.0005405522954975175,4.814450141116617e-15,0.001376402594568191,9.796259379716843e-18,8.120788486076155e-15,0.002391437454733272
fragile-fast,0.15,1.6,0.7,1.96,9.76467930713465e-17,0.0002404189636112089,6.891304108628551e-16,0.0005956083992802452,6.643873448481345e-15,0.0015050438321046707,1.3702131102570703e-17,1.1210235598245498e-14,0.002616533071115608
fragile-fast,0.15,1.6,0.7,2.0,1.3584220702343086e-16,0.0002666513697137862,9.548853488021089e-16,0.0006558101525644321,9.15376251169374e-15,0.0016445295936326596,1.9135819383507938e-17,1.5450281969894893e-14,0.0028607809032098748
fragile-fast,0.15,1.6,0.7,2.04,1.8868364099422521e-16,0.00029551502316617573,1.3210358492698586e-15,0.0007215913363097385,1.2591617955683093e-14,0.001795655214605942,2.6683165023276946e-17,2.1259997464576074e-14,0.00312560531107801
fragile-fast,0.15,1.6,0.7,2.08,2.616716636941125e-16,0.00032725172496193475,1.8247005674971823e-15,0.0007934175448939761,1.7292867756890635e-14,0.0019592631309296453,3.7150031571041445e-17,2.920755047196716e-14,0.003412517150200455
fragile-fast,0.15,1.6,0.7,2.12,3.6232827480502487e-16,0.00036212324776718123,2.516415277772808e-15,0.0008717880701311619,2.3711338094268023e-14,0.0021362446630039254,5.164316256324244e-17,4.0061959920074824e-14,0.003723117285352369
fragile-fast,0.15,1.6,0.7,2.16,5.009230268667661e-16,0.000400412762033234,3.4648688015435287e-15,0.0009572378566513189,3.246000945171085e-14,0.002327541777577426,7.168008363791308e-17,5.4862346310684594e-14,0.004059100093952094
fragile-fast,0.15,1.6,0.7,2.2,6.914537940512446e-16,0.0004424263431434106,4.7632691796119624e-15,0.0010503395277544159,4.436543375951167e-14,0.002534148817243756,9.933823539996287e-17,7.501043623499829e-14,0.0044222569423044015
fragile-fast,0.15,1.6,0.7,2.24,9.529692552509417e-16,0.0004884945623611773,6.537886529992429e-15,0.001151705480444166,6.05402635989544e-14,0.0027571141866447753,1.3745700561000054e-16,1.0239391158457269e-13,0.004814479616787575
fragile-fast,0.15,1.6,0.7,2.2800000000000002,1.311349138208966e-15,0.0005389741642775756,8.959497073950605e-15,0.001261990047909957,8.247975130840731e-14,0.002997541983669874,1.8991097113835918e-16,1.3955059918342608e-13,0.00523776369064094
fragile-fast,0.15,1.6,0.7,2.32,1.8016966232604417e-15,0.0005942498333678457,1.2258687126286897e-14,0.0013818917272567519,1.1218991293999903e-13,0.003256593563166234,2.6197883606877684e-16,1.8988663831565972e-13,0.005694211805606739
fragile-fast,0.15,1.6,0.7,2.36,2.471547969015916e-15,0.0006547360521591818,1.6746283643886858e-14,0.0015121554697834013,1.5235744642036672e-13,0.0035354890199060206,3.608407548294135e-16,2.579658607923235e-13,0.006186036846275059
fragile-fast,0.15,1.6,0.7,2.4,3.385171229043977e-15,0.0007208790533823674,2.2840581500701527e-14,0.0016535750305796421,2.0657460800300805e-13,0.0038355085767984914,4.962476039911726e-16,3.4989295108434793e-13,0.0067155649835821535
fragile-fast,0.15,1.6,0.7,2.44,4.629313861876851e-15,0.0007931588683284307,3.110356582082185e-14,0.0018069953736515817,2.796362950272957e-13,0.004157993863593766,6.814201584662466e-16,4.738198819801253e-13,0.007285238562530395
fragile-fast,0.15,1.6,0.7,2.48,6.3208745667533984e-15,0.000872091473456244,4.2289017621913675e-14,0.001973315128195332,3.779318231317267e-13,0.004504349070608343,9.342551411363825e-16,6.406141039128557e-13,0.007897618807844876
fragile-fast,0.15,1.6,0.7,2.52,8.617126188640708e-15,0.0009582310370970307,5.740629054718274e-14,0.002153489091019666,5.099606630328142e-13,0.0048760419613148,1.2789401886820108e-15,8.647385904241715e-13,0.008555388319964871
fragile-fast,0.15,1.6,0.7,2.56,1.172931487138052e-14,0.001052172267875921,7.780471706849531e-14,0.0023485307694722578,6.870101493918839e-13,0.005274604726990229,1.7481127835372316e-15,1.1654088558463416e-12,0.009261353332505523
fragile-fast,0.15,1.6,0.7,2.6,1.5940719793147348e-14,0.0011545528662179956,1.0528512304417067e-13,0.002559514958551867,9.24044442961863e-13,0.005701634666013507,2.3857415752631254e-15,1.5681114146630477e-12,0.010018445701122735
