T,dt,nframes,duration_ms,m0,alpha_m,c0,beta_c,k,x_c,kappa,c_u,lambda,Ax,tx,sigx,Au,tu,sigu,S_values
45.0,0.04,70,90,1.0,4.0,0.25,3.0,1.0,1.12,0.75,0.35,0.5,1.22,10.0,1.0,0.74,7.0,1.5,fragile-fast=0.15; balanced=0.23; stable-sluggish=0.31
